装备名称,类别,生命,攻击,智力,防御,魔防,技巧,基础加成,满级特效,常驻生命,常驻攻击,常驻智力,常驻防御,常驻魔防,常驻技巧,满血生命,满血攻击,满血智力,满血防御,满血魔防,满血技巧,80血生命,80血攻击,80血智力,80血防御,80血魔防,80血技巧,50血生命,50血攻击,50血智力,50血防御,50血魔防,50血技巧,50血以下生命,50血以下攻击,50血以下智力,50血以下防御,50血以下魔防,50血以下技巧,图片地址
月蚀斗衣(红月之王专属),衣服,583,0,0,54,0,0,生命+583，防御+54,"生命+10%。造成固定伤害与遭受治疗效果提升20%。""月之暗面""指挥效果的范围+1。",0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/b/bb/tvjmhqcs7ajksty2ey54sd4l7hu5jge.png/58px-%E6%9C%88%E8%9A%80%E6%96%97%E8%A1%A3.png
机动爆碎剑(沃尔纳专属),武器,437,107,0,0,0,0,生命+437，攻击+107,攻击+10%。主动攻击进入战斗前，每移动一格部队无视敌军1%的防御。,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/e/ec/3is8lbcbshqe7u0u9vikmuendsf4h7h.png/58px-%E6%9C%BA%E5%8A%A8%E7%88%86%E7%A2%8E%E5%89%91.png
机巧核心,饰品,0,0,0,48,43,0,防御+48，魔防+43,全属性+5%。被攻击进入战斗时，防御、魔防中较低的一项属性再提升5%。,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/0/04/1btb5p60vkc6iq9uq6g31ul326ldpjx.png/59px-%E6%9C%BA%E5%B7%A7%E6%A0%B8%E5%BF%83.png
机核元组(马库雷专属),头饰,437,0,0,0,59,0,生命+437，魔防+59,生命，防御+5%。通过具有友方[奔流]效果的地形时，移动力消耗与通过“水中”相同。主动攻击击杀敌军后，自身恢复20%最大生命值。,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/c/cf/exdsur92zcc81leoyl1jkd0w5bsbr07.png/54px-%E6%9C%BA%E6%A0%B8%E5%85%83%E7%BB%84.png
极限魔弓,武器,0,107,0,0,0,43,攻击+107，技巧+43,攻击+10%。部队不会受到近战攻击减免效果影响。,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/d/db/pidxwmi19ww7f7qfqv3oss86eqha36u.png/59px-%E6%9E%81%E9%99%90%E9%AD%94%E5%BC%93.png
构造躯体αEX(阿尔法专属),护甲,437,0,0,65,0,0,生命+437，防御+65,生命，防御+5%。移动力+1。自身拥有[紫晶之盾]被物理攻击时或拥有[紫晶之障]被魔法攻击时，部队反弹受到伤害的60%。当两者都没有时，英雄造成伤害提升15%。,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/0/09/b1r54hcyeoaid3ydzhseurd7lql6c8k.png/55px-%E6%9E%84%E9%80%A0%E8%BA%AF%E4%BD%93%CE%B1EX.png
林原禁盔,头饰,583,0,0,0,48,0,生命+583，魔防+48,生命+5%。被生命值百分比不高于自身的敌军攻击进入战斗时防御提升10%。,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/9/99/b6gp5nxj7rpmlf7lfupwylwpumttxs1.png/58px-%E6%9E%97%E5%8E%9F%E7%A6%81%E7%9B%94.png
枭魔魁首(维坦专属),头饰,437,0,0,0,59,0,生命+437，魔防+59,生命+10%。进入战斗时若目标拥有[绝望]，英雄造成伤害提升10%，若使用技能，则该技能冷却时间-1。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/8/86/qxju9pd3liwrs7k8lqi08alu6dye5n2.png/55px-%E6%9E%AD%E9%AD%94%E9%AD%81%E9%A6%96.png
梦魇的面容(弗拉基亚专属),头饰,437,0,0,0,59,0,生命+437，魔防+59,生命+5%。与克制的部队交战时，攻击额外提升20%。,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/4/45/bx511gqcwjwntjdvgiqqliloeljlob7.png/50px-%E6%A2%A6%E9%AD%87%E7%9A%84%E9%9D%A2%E5%AE%B9.png
森罗冕冠,头饰,364,0,0,0,65,0,生命+364，魔防+65,"生命+10%。行动结束时，使相邻的1个友军“防御”提升20%，且免疫:""伤口诅咒（遭受治疗转化为伤害）""，“无法遭受强化效果”，持续1回合。",0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/1/1e/5aenibz0ttajfmnjay3edree77typyq.png/59px-%E6%A3%AE%E7%BD%97%E5%86%95%E5%86%A0.png
次元宝珠,饰品,509,0,75,0,0,0,生命+509，智力+75,智力+8%。使用主动技能造成伤害时，30%的概率使得该技能冷却时间-1。,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/1/1e/13pnifbfo0b8tyc77kvubbwqs3myes0.png/53px-%E6%AC%A1%E5%85%83%E5%AE%9D%E7%8F%A0.png
正义誓言,武器,583,85,0,0,0,0,生命+583，攻击+85,防御+8%，魔防+8% 。,0,0,0,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/2/2f/d372g1dj0bjegr7nb8gxi419n61jhcn.png/59px-%E6%AD%A3%E4%B9%89%E8%AA%93%E8%A8%80.png
死刃之拥(塞拉菲娜专属),衣服,437,0,0,65,0,0,生命+437，防御+65,生命+10%。对经过的敌军施加1个随机弱化效果，主动攻击造成伤害后（包括[固定伤害]）对敌军施加1个随机强力弱化效果。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/8/85/f3mjninkbuz7g3a9kg91fsns1rhyh3f.png/58px-%E6%AD%BB%E5%88%83%E4%B9%8B%E6%8B%A5.png
死神之衣,衣服,583,0,0,54,0,0,生命+583，防御+54,遭受暴击率降低40%。被攻击进入战斗前，有30%的概率，使得敌军“遭受伤害”提升20%，持续2回合。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/4/47/j0szmbnhfot388efm87ufsr85boagto.png/54px-%E6%AD%BB%E7%A5%9E%E4%B9%8B%E8%A1%A3.png
死神的呼吸,头饰,583,0,0,0,48,0,生命+583，魔防+48,生命+10%。如果本回合消灭过敌军，则在完成行动后，使自身2格范围内的敌军在下回合结束时，损失生命上限的20%。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/8/88/aerdti6h3n8hbo2kqx8p91k3vwbzyyc.png/56px-%E6%AD%BB%E7%A5%9E%E7%9A%84%E5%91%BC%E5%90%B8.png
死神的新衣,衣服,583,0,0,54,0,0,生命+583，防御+54,遭受暴击率降低40%。被攻击进入战斗前，有30%的概率，使得敌军“造成伤害降低20%”，持续2回合。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/2/29/b7e6ezknf6uvvuq8fi4bugpqvzwr2lk.png/55px-%E6%AD%BB%E7%A5%9E%E7%9A%84%E6%96%B0%E8%A1%A3.png
殷红矢志(铁血总帅专属),头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+10%。战斗中每使用过1次列阵技能，该技能施加的强化效果持续回合数+1。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/9/9b/gemcxtiqi6v30c5nf8zsfopqb4zhtf7.png/47px-%E6%AE%B7%E7%BA%A2%E7%9F%A2%E5%BF%97.png
氤氲之心,饰品,0,75,0,43,0,0,攻击+75，防御+43,全属性+5%。免疫“伤口诅咒（遭受治疗转化为伤害）”、“治疗反转（施加的治疗转化为伤害）”。,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/3/34/er4fb09qbxaillpa4bubnhy2dhzuks4.png/59px-%E6%B0%A4%E6%B0%B2%E4%B9%8B%E5%BF%83.png
水晶蜂刺,武器,0,96,0,0,0,53,攻击+96，技巧+53,暴击和暴击伤害提升10%。进入战斗前如果自身技巧高于敌军，则本次战斗无视敌军20%防御。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/3/3d/3jzekikbz8ybrlnziqwfnqvxjq58v6p.png/57px-%E6%B0%B4%E6%99%B6%E8%9C%82%E5%88%BA.png
永夜之钥(伊莉丝专属),饰品,0,75,0,43,0,0,攻击+75，防御+43,攻击+8%，若自身周围3格范围内存在友军施加的[守护之钥]，部队造成伤害提升20%。主动攻击进入战斗，若敌军处于友军施加的[守护之钥]上，战前使敌军”晕眩“1回合。,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/0/0e/1xw0esuwgq1oyyzkq0rc3ne4slkldbi.png/47px-%E6%B0%B8%E5%A4%9C%E4%B9%8B%E9%92%A5.png
永生者的馈赠,武器,583,0,85,0,0,0,生命+583，智力+85,智力+5%。主动攻击进入战斗时，战后为生命最低的友军部队恢复生命，恢复量为施法者智力的3倍。,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/3/3c/n8oreyec7inkid4wcmmv0di4re40hwp.png/59px-%E6%B0%B8%E7%94%9F%E8%80%85%E7%9A%84%E9%A6%88%E8%B5%A0.png
沉默的告白(托米尔克专属),衣服,583,0,0,54,0,0,生命+583，防御+54,生命+10%。回合开始时将[感性]与[理性]中数量较多的向另一种进行转化，转化数量为1个。[理性]与[感性]数量相差越少时，英雄造成伤害越高，最高提升10%。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/3/32/ibxpr3a7jj3koym2f66gwgbck6907s5.png/46px-%E6%B2%89%E9%BB%98%E7%9A%84%E5%91%8A%E7%99%BD.png
洛基的假面,头饰,437,0,0,0,59,0,生命+437，魔防+59,生命+5%。被近身战斗时，防御提升15%。,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/6/64/osrq0ten2vjktr3qhvezc6zqbwsi3e7.png/53px-%E6%B4%9B%E5%9F%BA%E7%9A%84%E5%81%87%E9%9D%A2.png
流光战衣,衣服,509,0,0,59,0,0,生命+509，防御+59,遭受范围伤害降低20%。被攻击进入战斗时，战前50%概率使敌军攻击、智力降低20%，持续1回合。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/0/06/0jvpxzgsnikngboz1bmiwvsjxys9sg9.png/55px-%E6%B5%81%E5%85%89%E6%88%98%E8%A1%A3.png
流浪的骑士(艾尔文专属),武器,437,107,0,0,0,0,生命+437，攻击+107,攻击+10%。使用技能造成伤害时，30%概率使技能冷却时间-5。,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/9/93/bgh99mz30hvw97ql6bowxpkvzbcx8mq.png/59px-%E6%B5%81%E6%B5%AA%E7%9A%84%E9%AA%91%E5%A3%AB.png
浩渺之谜(亚德凯摩专属),衣服,583,0,0,54,0,0,生命+583，防御+54,生命+10%。所有友军在友方[门扉]上行动结束时，获得“攻击、智力提升20%”，持续2回合。所有移动方式不是[飞行]的敌军通过拥有[门扉]周围2格的地形时，额外消耗1点移动力。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/5/5f/8kb2poo9uy6nfiveqfdhk9emufeptv3.png/54px-%E6%B5%A9%E6%B8%BA%E4%B9%8B%E8%B0%9C.png
浪逐之殇(漂逐斗客专属),护甲,509,0,0,59,0,0,生命+509，防御+59,防御+10%。主动攻击进入战斗时，部队遭受伤害降低30%，若目标具有[复仇锁链]，遭受伤害额外降低20%。,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/6/64/f2o6ll1tx2zhbeb4v2dh3ksxwqug6lf.png/56px-%E6%B5%AA%E9%80%90%E4%B9%8B%E6%AE%87.png
浮梦月辉(辉夜专属),头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+10%。战斗开始时，随机获得2个[猪][鹿][蝶]。使用[袖中牌]获得的“部队射程+2”效果，无法驱散。本场战斗中，每消耗过任意1个[猪]或[鹿]或[蝶]，英雄暴击率提升1%（最高10%）。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/c/ca/0uk9d48hem2uppvymbvs3vje5fpxbfw.png/59px-%E6%B5%AE%E6%A2%A6%E6%9C%88%E8%BE%89.png
浴火之衣(埃格贝尔特专属),衣服,583,0,0,54,0,0,生命+583，防御+54,生命、魔防+5%。被攻击受到伤害后，获得效果“技能射程+1，范围+1”持续1回合。,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/8/86/hwy2c7upqds7n06eqht0ym5zq2pps8b.png/55px-%E6%B5%B4%E7%81%AB%E4%B9%8B%E8%A1%A3.png
浴火的极星(亚莎梅尔专属),头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+10%。拥有舞伴时，技能伤害提升10%。自身与舞伴行动结束时，根据舞步类型获得不同的持续1回合免疫效果：贴身舞步：免疫固定伤害 携手舞步：免疫无法使用主动技能 连环舞步：免疫移动力降低,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/7/7b/o1fswsb4xpcut5lwe3qml5e89wu7ry5.png/58px-%E6%B5%B4%E7%81%AB%E7%9A%84%E6%9E%81%E6%98%9F.png
海德拉之弓,武器,0,107,0,0,0,43,攻击+107，技巧+43,攻击+10%。主动进入战斗前，有50%的概率使敌军“造成伤害”降低20%，持续1回合。,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/0/08/t8pyahd34hize4wbs5vgym6t2j0rdji.png/58px-%E6%B5%B7%E5%BE%B7%E6%8B%89%E4%B9%8B%E5%BC%93.png
海洋之心(阿尔弗雷德专属),饰品,0,75,0,0,0,37,攻击+75，技巧+37,攻击+8%。进入战斗前，如果敌军英雄不是「水兵」，则令其所处地形视为“水中”，持续1回合。如果自身部队生命值为100%，则令自身所处地形视为“水中”，持续1回合。（[触发冷却]自身获得“水中”效果需要间隔2回合才可以再次触发）,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/5/5f/6l8a256osteeaurk0wyb6pj90xwtt9m.png/59px-%E6%B5%B7%E6%B4%8B%E4%B9%8B%E5%BF%83.png
海蕴之瓶,饰品,509,0,75,0,0,0,生命+509，智力+75,治疗效果+10%、生命+5%。释放技能时每命中1个友军，自身获得1层“行动结束或被攻击受到伤害时为周围2格内1个生命低于80%的友军恢复1.5倍智力的生命，并移除此效果”，可累积5层，不可驱散。,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/2/26/a68lfk9oprzi610t4edxvedbp4ox8ri.png/54px-%E6%B5%B7%E8%95%B4%E4%B9%8B%E7%93%B6.png
涤心,武器,437,0,107,0,0,0,生命+437，智力+107,智力+10%。主动进入战斗时，战后有100%的概率，使敌军“无法遭受强化效果”，持续1回合。,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/e/e5/lk80qvk6dw63dc7d2jfoef6b0jcpwhy.png/55px-%E6%B6%A4%E5%BF%83.png
深洋的恩佑,衣服,509,0,0,59,0,0,生命+509，防御+59,生命+10%。主动攻击时，进入战斗前每移动1格，遭受伤害降低6%（最高18%）。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/e/e5/5abfg1ly9vmj33dikrx3nv1fen0jw2o.png/59px-%E6%B7%B1%E6%B4%8B%E7%9A%84%E6%81%A9%E4%BD%91.png
温暖的回忆(泽瑞达专属),头饰,437,0,0,0,59,0,生命+437，魔防+59,生命+5%。在行动结束时，如果周围2格没有友军，则恢复20%生命，并驱散1个弱化状态。,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/8/8b/huut7ip83xr5bdgc0v91vjvnxrtppr2.png/59px-%E6%B8%A9%E6%9A%96%E7%9A%84%E5%9B%9E%E5%BF%86.png
渴血之钉,饰品,0,75,0,43,0,0,攻击+75，防御+43,攻击+8%。免疫：“无法使用技能”,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/8/8a/869e4z88rhtfox9xu40zv4422jxye4n.png/59px-%E6%B8%B4%E8%A1%80%E4%B9%8B%E9%92%89.png
游击士勋章,饰品,0,0,0,48,43,0,防御+48，魔防+43,全属性+5%。免疫“固定伤害”、“无法使用主动技能”。,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/d/d4/r442ax39skoreqo33s2ummbh5pac3c6.png/57px-%E6%B8%B8%E5%87%BB%E5%A3%AB%E5%8B%8B%E7%AB%A0.png
游灵之首(丽莎专属),头饰,437,0,0,0,59,0,生命+437，魔防+59,生命+10%。每次选择形态时，驱散自身1个弱化效果，并获得1个随机的强化效果。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/7/7a/ow2itaej3w4cfrve20y794o7hlvj2n7.png/51px-%E6%B8%B8%E7%81%B5%E4%B9%8B%E9%A6%96.png
源载核芯(壳中少女专属),头饰,364,0,0,0,65,0,生命+364，魔防+65,生命+10%。行动结束时，若本回合未造成伤害，获得[强化学习]：“智力+5%，使用技能时部队射程+1”（不可驱散，主动造成一次伤害后移除）。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/d/da/cy92j24lhck0f14ugvn6a38nunc71am.png/59px-%E6%BA%90%E8%BD%BD%E6%A0%B8%E8%8A%AF.png
溟蚀潮音,饰品,509,0,75,0,0,0,生命+509，智力+75,智力+8%，主动攻击造成伤害后，有70%的概率，使敌军“魔防降低20%”，持续1回合。,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/1/13/641tt5b2cbwgxhs2vw74gmc3x9t3lp3.png/59px-%E6%BA%9F%E8%9A%80%E6%BD%AE%E9%9F%B3.png
溯源之路(奈米娅专属),衣服,509,0,0,59,0,0,生命+509，防御+59,"生命+10%，[遗世群岛的潮涌]射程+1。自身获得友方[玄奥洋流]额外效果时，不再移除地形特效；周围2格范围内其他友军移除友方[玄奥洋流]时，额外获得[踏浪而行]：""移动通过友方[玄奥洋流]时，可以获得2格免除移动力降低的机会”，持续1回合。",0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/e/e5/qlb9rjrxrk9rdcdua0triw6jdy1na46.png/53px-%E6%BA%AF%E6%BA%90%E4%B9%8B%E8%B7%AF.png
潜伏者之刺,武器,0,107,0,0,0,43,攻击+107，技巧+43,暴击率+10%，生命+5%。若移动距离小于等于3，使用需进入战斗的物理伤害技能时部队射程+1。,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/a/a1/tpjoj0gp43hfwf3edjq9rj4znz65cfc.png/59px-%E6%BD%9C%E4%BC%8F%E8%80%85%E4%B9%8B%E5%88%BA.png
潮汐星弦,武器,0,107,0,0,0,43,攻击+107，技巧+43,攻击+10%，主动攻击进入战斗前，若目标生命值大于80%，给敌军施加“防御降低30%”，持续1回合。,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/3/3d/qfwdthf2wctc1s7wir6rlr9kt2if6ll.png/55px-%E6%BD%AE%E6%B1%90%E6%98%9F%E5%BC%A6.png
灭创之权杖(基扎洛夫专属),武器,437,0,107,0,0,0,生命+437，智力+107,"智力、生命+5%。主动使用技能后，如果战场上有基扎洛夫召唤的""构造体""，则对""构造体""实施1次随机的""改造""。",0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/c/c5/m6c4t5mvi57oegiqmtzzpz4rwy7kme0.png/53px-%E7%81%AD%E5%88%9B%E4%B9%8B%E6%9D%83%E6%9D%96.png
灵剑荒鹰,武器,0,107,0,0,0,43,攻击+107，技巧+43,攻击、技巧+8%。主动攻击发生暴击后，驱散敌军1个强化效果，并施加1个弱化效果。,0,0.08,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/9/91/mob9gw88m91ilymf5o6pbvpnarcu5sj.png/59px-%E7%81%B5%E5%89%91%E8%8D%92%E9%B9%B0.png
灵息法相(胧专属),头饰,437,0,0,0,59,0,生命+437，魔防+59,生命+10%。使用[聚元]时，若自身拥有超绝强化特殊效果，则直接获得1个[龙威]。主动攻击进入战斗时，遭受伤害与反弹伤害降低30%。,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/f/f1/1voefsb2jmh7dnlyc53bo1jtonmaql1.png/43px-%E7%81%B5%E6%81%AF%E6%B3%95%E7%9B%B8.png
灵翠棘枪(阿玛迪斯专属),武器,437,107,0,0,0,0,生命+437，攻击+107,攻击、防御+5%，自身每拥有1层[神树铠甲]，范围伤害提升5%。部队生命值高于40%时，无法被一击致命，之后生命值恢复20%，并获得4层[神树铠甲]。(该效果每场战斗最多触发2次),0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/2/20/4arh0ncgx5p3fq2wiw9ufhd89dy8s0y.png/59px-%E7%81%B5%E7%BF%A0%E6%A3%98%E6%9E%AA.png
灵视目镜(托娃专属),头饰,583,0,0,0,48,0,生命+583，魔防+48,生命，防御+5%，自身拥有“超绝强化”特殊效果时，主动攻击进入战斗英雄造成伤害提升10%，同时如果敌军没有“超绝强化”特殊效果，此次攻击战前使得敌军“攻击，智力降低15%”，持续1回合。,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/a/a6/0afptmcm6vu2pg6jepo380ttep2lill.png/59px-%E7%81%B5%E8%A7%86%E7%9B%AE%E9%95%9C.png
灾厄使徒,饰品,0,75,75,0,0,0,攻击+75，智力+75,攻击、智力+5%。主动攻击进入战斗前，100%概率使敌军除生命外随机一项属性降低30%，持续1回合。如果自身为非混合部队时，该效果无法驱散。,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/d/d8/ahlrou8rcve1olq5903zk5s05xcf62y.png/56px-%E7%81%BE%E5%8E%84%E4%BD%BF%E5%BE%92.png
炎龙金辉(巴尔加斯专属),衣服,437,0,0,65,0,0,生命+437，防御+65,防御+10%。自身拥有[力突]效果时，可以反击2格的远程攻击。,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/1/1e/hadjhwrnep0j6jona21m2o2br02ai2d.png/56px-%E7%82%8E%E9%BE%99%E9%87%91%E8%BE%89.png
炼狱,武器,437,0,107,0,0,0,生命+437，智力+107,智力+5%。主动进入战斗时，战后使敌军下个回合结束时遭受一次固定伤害，伤害值为英雄智力的2倍。,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://patchwiki.biligame.com/images/langrisser/thumb/3/32/pegl096axcj55uzbfusf0b9en6kmaw6.png/59px-%E7%82%BC%E7%8B%B1.png
